ACCE_ABSORB_COST	Cena kombinování: %d
TOOLTIP_APPLY_RESIST_SHAMAN	Šance ubránit se proti útokùm šamanù %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	Šance na obranu proti útokùm surù %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	Obrana proti meèùm %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	Obrana proti obouruèním meèùm %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	Šance na obranu proti útokùm váleèníkù %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	Odolnost proti vìtru %d%%	SA
TOOLTIP_APPLY_RESIST_WOLFMAN	Obrana proti útokùm Lycanù %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	Šance pøi uèení z knih je zlepšena o faktor 2,5	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	Pokud se uèení nezdaøí, mùeš hned èíst ještì jednou.	SNA
TOOLTIP_APPLY_SLOW_PCT	Šance na zpomalení: %d%%	SA
TOOLTIP_APPLY_STEAL_HP	Poškození %d%% je absorbováno ZB.	SA
TOOLTIP_APPLY_STEAL_SP	Poškození %d%% je absorbováno MB.	SA
TOOLTIP_APPLY_STUN_PCT	Šance na bezvìdomí: %d%%	SA
TOOLTIP_ARMOR	Brnìní
TOOLTIP_ARROW	Šíp
TOOLTIP_ASSASSIN	Ninja
TOOLTIP_ATTBONUS_PER_ANIMAL	Silnı proti zvíøatùm (+%d%% celkové hodnoty)	SA
TOOLTIP_ATTBONUS_PER_CZ	Silnı proti pøíšerám Zvìrokruhu (+%d%% celkové hodnoty)	SA
TOOLTIP_ATTBONUS_PER_DESERT	Silnı proti pouštním pøíšerám (+%d%% celkové hodnoty)	SA
TOOLTIP_ATTBONUS_PER_DEVIL	Silnı proti Ïáblu (+%d%% celkové hodnoty)	SA
TOOLTIP_ATTBONUS_PER_HUMAN	Silnı proti pololidem (+%d%% celkové hodnoty)	SA
TOOLTIP_ATTBONUS_PER_INSECT	Silnı proti broukùm(+%d%% celkové hodnoty)	SA
TOOLTIP_ATTBONUS_PER_MILGYO	Silnı proti ezoterikùm (+%d%% celkové hodnoty)	SA
TOOLTIP_ATTBONUS_PER_MONSTER	Silnı proti pøíšerám (+%d%% celkové hodnoty)	SA
TOOLTIP_ATTBONUS_PER_ORC	Silnı proti Orkùm (+%d%% celkové hodnoty)	SA
TOOLTIP_ATTBONUS_PER_STONE	Silnı proti Kamenùm Metin (+%d%% celkové hodnoty)	SA
TOOLTIP_ATTBONUS_PER_UNDEAD	Silnı proti nemrtvım (+%d%% celkové hodnoty)	SA
TOOLTIP_ATTBONUS_STONE	+%d%% síly proti Kamenùm Metin	SA
TOOLTIP_ATT_GRADE	Hodnota útoku +%d	SA
TOOLTIP_ATT_SPEED	Rychlost útoku +%d%%	SA
TOOLTIP_ATT_SPEED_SLOW	Rychlost útoku omezena	SNA
TOOLTIP_AUTO_PICKUP	Máš %d%% šanci na automatické získání okolních pøedmìtù po dobu 30 vteøin.	SA
TOOLTIP_AUTO_POTION_HP	Elixír Slunce
TOOLTIP_AUTO_POTION_REST	Zbıvá: %.2f%%
TOOLTIP_AUTO_POTION_SP	Elixír Mìsíce
TOOLTIP_AUTO_POTION_USING	Aktivní
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Automatickı lov	SNA
TOOLTIP_BATTLE_POTION	Váleènı lektvar bitevní zóny	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_INFINITE_STAMINA	Nekoneèná vytrvalost	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_MOVE_SPEED	Zvıšení rychlosti pohybu	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_SLOW	Sníení rychlosti pohybu	SNA
TOOLTIP_BOW_DISTANCE	Dosah +%dm	SA
TOOLTIP_BUYPRICE	Cena: %s
TOOLTIP_CAST_SPEED	Rychlost kouzla +%d%%	SA
TOOLTIP_CON	Vitalita +%d	SA
TOOLTIP_COSTUME_ATTR_BONUS	Bonus za kostım %d%%	SA
TOOLTIP_CURSE_OF_ELEMENTAL	Kletba elementálu (ve stohu %d). Tvé ZB jsou vysávány. Lze stohovat a 10x.	SA
TOOLTIP_DAMAGE_HP_RECOVERY	Absorbuje %d%% poškození jako ZB	SA
TOOLTIP_DAMAGE_SP_RECOVERY	Absorbuje %d%% poškození jako MB	SA
TOOLTIP_DEF_GRADE	Obrana +%d	SA
TOOLTIP_DEX	Pohyblivost +%d	SA
TOOLTIP_DISMOUNT_MOVE_SPEED_BONUS_PER	Po sesednutí z jezdeckého zvíøete je tvá pohyblivost zvıšena o %d%% na 10 vteøin.	SA
TOOLTIP_DRAGON_SOUL_DECK1	Nebesa	SNA
TOOLTIP_DRAGON_SOUL_DECK2	Zemì	SNA
TOOLTIP_DS_SET	Nastavení efektu DSS	SNA
TOOLTIP_DURATION	Doba trvání
TOOLTIP_EAR	Náušnice
TOOLTIP_ENCHANT_PER_DARK	Síla temnoty (+%d%% celkové hodnoty)	SA
TOOLTIP_ENCHANT_PER_EARTH	Síla Zemì (+%d%% celkové hodnoty)	SA
TOOLTIP_ENCHANT_PER_ELECT	Síla blesku (+%d%% celkové hodnoty)	SA
TOOLTIP_ENCHANT_PER_FIRE	Síla ohnì (+%d%% celkové hodnoty)	SA
TOOLTIP_ENCHANT_PER_ICE	Síla ledu (+%d%% celkové hodnoty)	SA
TOOLTIP_ENCHANT_PER_WIND	Síla vìtru (+%d%% celkové hodnoty)	SA
TOOLTIP_ENERGY	Energie %d	SA
TOOLTIP_ETC	atd.
TOOLTIP_EXP_BONUS_EVENT	BZK +%d%%	SA
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	5. bonus : +%d%%	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	1. bonus : +%d%%	SA
TOOLTIP_FISHINGROD_EXP	Body: %d / %d
TOOLTIP_FISHINGROD_LEVEL	Úroveò: %d
TOOLTIP_FISHINGROD_UPGRADE1	Dát rybáøovi
TOOLTIP_FISHINGROD_UPGRADE2	abys dostal
TOOLTIP_FISHINGROD_UPGRADE3	zlepšenou udici
TOOLTIP_FISH_LEN	Délka: %.2fcm
TOOLTIP_FLOWER_EVENT_SHOOT_ENVELOPE	Semena kvìtin
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	4. bonus : +%d%%	SA
TOOLTIP_GLOVE	Rukavice
TOOLTIP_GUILD_SKILL_ACCEL	Zrychlení +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	Poehnání draèího boha +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Krev draèího boha +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	Hnìv draèího boha +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Pomoc ke kouzlu +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Svatá vızbroj +%d	SA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20 % zisk BZK | +5 % padání pøedmìtù | +10 % síla proti monstrùm	SNA
TOOLTIP_HELMET	Pøílba
TOOLTIP_HIT_AUTO_HP_RECOVERY	Bìhem boje obdríš efekt Elixíru Slunce	SNA
TOOLTIP_HIT_AUTO_SP_RECOVERY	Bìhem boje obdríš efekt Elixíru Mìsíce	SNA
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Získej Sílu temnoty na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Získej Sílu Zemì na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Získej Sílu blesku na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Získej Sílu ohnì na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Získej Sílu ledu na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Získej Sílu vìtru na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Získej Odolnost proti temnotì na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Získej Odolnost proti Zemi na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Získej Odolnost proti blesku na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Získej Odolnost proti ohni na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Získej Odolnost proti ledu na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Získej Odolnost proti vìtru na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_SUNGMA_HP	Zvyšuje Vùli Sung Ma (VIT) v boji o 15 po dobu %d vteøin	SA
TOOLTIP_HIT_BUFF_SUNGMA_IMMUNE	Zvyšuje Vùli Sung Ma (INT) v boji o 15 po dobu %d vteøin	SA
TOOLTIP_HIT_BUFF_SUNGMA_MOVE	Zvyšuje Vùli Sung Ma (ODO) v boji o 15 po dobu %d vteøin	SA
TOOLTIP_HIT_BUFF_SUNGMA_STR	Zvyšuje Vùli Sung Ma (SIL) v boji o 15 po dobu %d vteøin	SA
TOOLTIP_HIT_PCT	Pøesnost +%d	SA
TOOLTIP_HIT_STONE_ATTBONUS_STONE	Pøi útoku na kámen Metin získáš +%d%% poškození (Síla proti kamenùm Metin) na 5 vteøin	SA
TOOLTIP_HIT_STONE_DEF_GRADE_BONUS	Pøi útoku na kámen Metin získáš +%d obrany na 5 vteøin	SA
TOOLTIP_HP_REGEN	Obnovení ZB +%d%%	SA
TOOLTIP_INSIGHT_SKILL_LEVEL	Aktuální úroveò: %d
TOOLTIP_INT	Inteligence +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Hodnota útoku %d
TOOLTIP_ITEM_ATT_POWER	Hodnota útoku %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Hodnota útoku %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Hodnota útoku %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Rychlost útoku %s
TOOLTIP_ITEM_DEF_GRADE	Obrana %d
TOOLTIP_ITEM_FAST	Rychle
TOOLTIP_ITEM_LIMIT_CON	Horní hranice vitality: %d
TOOLTIP_ITEM_LIMIT_DEX	Horní hranice pohyblivosti: %d
TOOLTIP_ITEM_LIMIT_INT	Horní hranice inteligence: %d
TOOLTIP_ITEM_LIMIT_LEVEL	Od úrovnì: %d
TOOLTIP_ITEM_LIMIT_NEWWORLD_LEVEL	Minimální úroveò Šampióna: %d
TOOLTIP_ITEM_LIMIT_STR	Horní hranice síly: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Magická hodnota útoku %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Magická hodnota útoku %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Magická obrana %d
TOOLTIP_ITEM_NORMAL	Normální
TOOLTIP_ITEM_SLOW	Pomalu
TOOLTIP_ITEM_VERY_FAST	Velmi rychle
TOOLTIP_ITEM_VERY_SLOW	Velmi pomalu
TOOLTIP_ITEM_WEARABLE_JOB	[ Lze vyzbrojit ]
TOOLTIP_KILL_BOSS_ITEM_BONUS	Pokud je boss zabit, tvá šance na koøist je zvıšena o %d%%	SA
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Šastné èíslo: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Magickı útok +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Magická hodnota útoku +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Magická obrana +%d	SA
TOOLTIP_MALL_ATTBONUS	Hodnota útoku  +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Hodnota útoku	SNA
TOOLTIP_MALL_AUTOLOOT	Yangy se automaticky sesbírají.	SNA
TOOLTIP_MALL_DEFBONUS	Obrana +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Obrana	SNA
TOOLTIP_MALL_EXPBONUS	BZK +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe bonus BZK +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	O 50 % víc BZK	SNA
TOOLTIP_MALL_FISH_MIND	Šance ulovit rybu je zvıšena.	SNA
TOOLTIP_MALL_GOLDBONUS	Šance na spadlé Yangy zvıšena o%d %%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Dvojitá šance na spadlé Yangy	SNA
TOOLTIP_MALL_ITEMBONUS	Šance na spadlé pøedmìty zvıšena o%d %%	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe šance na padnutí pøedmìtu plus %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Šance na spadlé pøedmìty zvıšena o 200 %.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Body za lásku narùstají rychleji.	SNA
TOOLTIP_MALL_SAFEBOX	Na skladì je k dispozici více místa.	SNA
TOOLTIP_MAX_HP	Max. ZB +%d	SA
TOOLTIP_MAX_HP_PCT	Max. ZB +%d%%	SA
TOOLTIP_MAX_SP	Max. MB +%d	SA
TOOLTIP_MAX_SP_PCT	Max. MB +%d%%	SA
TOOLTIP_MAX_STAMINA	Max. vytrvalost +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Magickı útok/útok zbraní  +%d%%	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	Chyba v GPS(%d, %d)
TOOLTIP_MOB_HIT_MOB_AGGRESSIVE	Pøi útoku máš %d%% šanci, e okolní pøíšery na tebe zaútoèí (Pláš stateènosti)	SA
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Obdrené poškození se sniuje o %d%% pokud máš +90%% ZB	SA
TOOLTIP_MOUNT_MELEE_MAGIC_ATTBONUS_PER	Po vysednutí na jezdecké zvíøe je zvıšeno tvé poškození o +%d%% na 10 vteøin	SA
TOOLTIP_MOUNT_NO_KNOCKBACK	Pøi útoku z jezdeckého zvíøe máš %d%% šanci na povalení nepøátel po dobu 20 vteøin	SA
TOOLTIP_MOUNT_UPGRADE_SKILLBOOK_USE	Nauèit se jezdeckou schopnost %s?
TOOLTIP_MOUNT_UPGRADE_SKILL_LEVEL_UP	Vylepšit jezdecké schopnosti?\nVyaduje: %d Gaya a %d Yangù
TOOLTIP_MOV_SPEED	Rychlost pohybu %d%%	SA
TOOLTIP_NECK	Náhrdelník
TOOLTIP_NEED_ALL_SP	Potøebné MB: max.
TOOLTIP_NEED_GSP	Potøebnı draèí duch: %d
TOOLTIP_NEED_HP	Potøebné ZB: %d
TOOLTIP_NEED_HP_PER_SEC	ZB / sek:  %d
TOOLTIP_NEED_SKILL_POINT	Potøebné SB:
TOOLTIP_NEED_SP	Potøebné MB: %d
TOOLTIP_NEED_SP_PER_SEC	MB / sek:  %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Pøíští úroveò: %d (max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Pøíští úroveò: %d (max. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	%d%% šance zblokovat poškození	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Prùmìrná škoda %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% poškození proti bossùm	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Prùmìrná odolnost proti škodì %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	-%d%% poškození od bossù	SA
TOOLTIP_NO_DEATH_AND_HP_RECOVERY30	Máš %d%% šanci vyhnutí se smrti a obnovení 30%% tvıch maximálních ZB	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	Více ne %d èlenù skupiny
TOOLTIP_PARTY_INFO_GRADE_UP2	Stupeò útoku +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Stupeò obrany +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Obnovit jednou za 60 min. ZB/MB všech èlenù skupiny.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Jednou za 30 min. obnovit ZB/MB všech èlenù skupiny.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Musíš poèkat tøi minuty po smrti èlenu skupiny.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Mùeš kdykoliv zavolat k sobì èleny skupiny na stejném serveru.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Stupeò útoku +(poèet èlenù skupiny/2) Lze zvolit útoèníky %d.
TOOLTIP_PARTY_INFO_SET_TANKER	Stupeò obrany +(poèet èlenù skupiny). Lze zvolit bojovníky zblízka 1.
TOOLTIP_PARTY_SKILL_LEVEL	Aktuální úroveò: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Útok/obrana zlepšen(a)]
TOOLTIP_PARTY_TITLE_HEAL	[Obnovit]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Pokud máš více ne %d èlenù skupiny, obdríš bonusové BZK %d%%.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonusové BZK]
TOOLTIP_PARTY_TITLE_RECALL	[Pøivolat]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Urèit útoèníky]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Urèit bojovníky zblízka]
TOOLTIP_PASSIVE_JOB_DECK	Bonus relikvie	SNA
TOOLTIP_PEPSI_EVENT	Bonus 5 % BZK a o 5 % vyšší šance na padnutí pøedmìtu.	SNA
TOOLTIP_PICK_EXP	Body: %d / %d
TOOLTIP_PICK_LEVEL	Úroveò: %d
TOOLTIP_PICK_UPGRADE1	Dát døevorubci
TOOLTIP_PICK_UPGRADE2	abys dostal lepší
TOOLTIP_PICK_UPGRADE3	kopáè.
TOOLTIP_POTION_CURE	Dát negativní efekty do pùvodního stavu.
TOOLTIP_POTION_MIN	min.
TOOLTIP_POTION_OF_ELEMENTAL	Lektvar elementární obrany. +5 % fyzického a magického poškození | +10 % odolnosti proti elementálùm	SNA
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Rychlost útoku: +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	BONUS ÚTOKU NA PØÍŠERY: +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	ÚTOK: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ÚTOK: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	OBRANA: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	POH: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	BZK: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	SNÍENÍ POŠKOZENÍ: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	ZB: +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	ZB: +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Rychlost pohybu: +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	ODOLNOST PROTI TEMNOTÌ: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	ODOLNOST PROTI ZEMI: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	ODOLNOST PROTI LEDU: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	ODOLNOST PROTI MAGII: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	MB: +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	MB: +%d
TOOLTIP_POTION_PLUS_STR_POINT	SÍLA: +%d
TOOLTIP_POTION_SEC	sek.
TOOLTIP_POTION_TIME	Doba:
TOOLTIP_PROTECTION_OF_ELEMENTAL	Imunní proti Kletbì elementálu	SNA
TOOLTIP_PVP_TOURNAMENT_ENTER	Pøidat se k PvP turnaji
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	BZK z PvP turnaje +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	Musíš nejdøív dosáhnout úrovnì 21
TOOLTIP_REQUIREMENT_41_LEVEL	Musíš nejdøív dosáhnout úrovnì 41
TOOLTIP_REQUIREMENT_LEVEL	Musíš nejdøív dosáhnout úrovnì %d
TOOLTIP_REQUIREMENT_SKILL_LEVEL	Je zapotøebí %s úroveò %d
TOOLTIP_REQUIREMENT_STAT_LEVEL	Je zapotøebí %s %d
TOOLTIP_RESIST_BOW	Obrana proti šípùm %d%%	SA
TOOLTIP_RESIST_DARK	Odolnost vùèi temnotì +%d%%	SA
TOOLTIP_RESIST_EARTH	Odolnost Zemi +%d%%	SA
TOOLTIP_RESIST_ELEC	Odolnost proti blesku %d%%	SA
TOOLTIP_RESIST_FIRE	Odolnost proti ohni %d%%	SA
TOOLTIP_RESIST_ICE	Odolnost ledu +%d%%	SA
TOOLTIP_RESIST_MAGIC	Odolnost proti magii %d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Prùnik kouzla %d%%	SA
TOOLTIP_RESIST_PER_DARK	Odolnost proti temnotì (+%d%% celkové hodnoty)	SA
TOOLTIP_RESIST_PER_EARTH	Odolnost proti Zemi (+%d%% celkové hodnoty)	SA
TOOLTIP_RESIST_PER_ELEC	Odolnost proti blesku (+%d%% celkové hodnoty)	SA
TOOLTIP_RESIST_PER_FIRE	Odolnost proti ohni (+%d%% celkové hodnoty)	SA
TOOLTIP_RESIST_PER_HUMAN	Odolnost proti pololidem (+%d%% celkové hodnoty)	SA
TOOLTIP_RESIST_PER_ICE	Odolnost proti ledu (+%d%% celkové hodnoty)	SA
TOOLTIP_RESIST_PER_MAGIC	Odolnost proti magii (+%d%% celkové hodnoty)	SA
TOOLTIP_RESIST_PER_WIND	Odolnost proti vìtru (+%d%% celkové hodnoty)	SA
TOOLTIP_REST_USABLE_COUNT	Zbıvá: %d
TOOLTIP_ROLE_PROFICIENCY_LEADER_EFFECT	Bonus velitele: %d%%
TOOLTIP_ROLE_PROFICIENCY_SKILL_LEVEL	Aktuální úroveò: %d
TOOLTIP_SEALED	Duševní pouto
TOOLTIP_SEASON_PVE_BUFF	Zvıší tvojí hodnotu útoku proti monstrùm o 40 % po dobu 10 minut.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Zvıší hodnostní body o 20 % po dobu 10 minut.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2. bonus +%d%%	SA
TOOLTIP_SECRET_DUNGEON_SCROLL_INFO	%s: %d, %d
TOOLTIP_SECRET_DUNGEON_SCROLL_PLACE_INFO	Zde mùeš pøedmìt pouít:
TOOLTIP_SELLPRICE	Cena: %s
TOOLTIP_SET_ITEM	Nastavit bonus	SNA
TOOLTIP_SET_ITEM_1	Svatı 
TOOLTIP_SET_ITEM_2	Vítìznı 
TOOLTIP_SET_ITEM_3	Rytíø. 
TOOLTIP_SET_ITEM_4	Králov. 
TOOLTIP_SET_ITEM_5	Majest. 
TOOLTIP_SHAMAN	Šaman
TOOLTIP_SHIELD	Štít
TOOLTIP_SHOES	Boty
TOOLTIP_SKILL	Schopnost	SNA
TOOLTIP_SKILLBOOK_NAME	Kniha schopností
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Hodnota útoku: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Hodnota útoku:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Rychlost útoku: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Obrana:
TOOLTIP_SKILL_AFFECT_DODGE	Soupeøova hodnota útoku:
TOOLTIP_SKILL_AFFECT_HEAL	Obnovit ZB:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Rychlost pohybu: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Šance odrazit tìlesnı útok:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Odolnost proti tìlesné újmì:
TOOLTIP_SKILL_COOL_TIME	Doba nabíjení:
TOOLTIP_SKILL_DAMAGE_AMSEOP	Bonus za Léèku +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Poškození za Létající talisman +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Poškození schopností: %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% poškození schopností proti bossùm	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Poškození z Volání blesku +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Poškození za Bleskovı dráp +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Poškození za Víøení kordù +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Poškození za Trhání +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Poškození za Ránu meèem +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Poškození za Prùraz +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Poškození za Otrávenı šíp +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Poškození za Vlèí spár +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Poškození za Bleskovı útok +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Poškození za Prudkou ránu +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Poškození za Ohnivı šíp +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Poškození za Ránu plameny +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Poškození za Smrš šípù +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Poškození za Tmavı kámen +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Poškození za Temnou ránu +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Poškození za Bleskovı vrh +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Poškození za Zrušit kouzlo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Poškození za Øev drakù +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Poškození za Smrš meèe +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Poškození za Vlèí dráp +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Poškození za Vlèí dech +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Poškození za Trojcestnı støih +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Poškození za Jedovatı oblak +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Poškození za Ránu prstem +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Poškození za Pádit +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Poškození za Opakovanou støelbu +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Poškozením za Støílení na draky +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Poškození za Draèí vír +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Odolnost proti poškození schopností %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	-%d%% poškození schopností od bossù	SA
TOOLTIP_SKILL_DURATION	Doba trvání: %d vteøin
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Doba trvání Zamaskování +%d vteøin	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Doba trvání Aury meèe +%d vteøin	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Doba trvání Našlapování polehouèku +%d vteøin	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Doba trvání Duše purpurového vlka +%d vteøin	SA
