# 미션이름 1: 토벌(하) 2: 토별(상) 3: 파괴 4: 탐험																			
# 생성 번호당 가능 지역																			
# 1 1: 승룡곡 2: 영비사막 3: 거미던전 4: 밀교 5: 사귀타워 6: 천의동굴 7: 아귀동굴 8:백룡지성 9:적룡지성 10: 녹림지 11: 동광평야 																			
# 2 1: 승룡곡 2: 영비사막 3: 거미던전 4: 밀교 5: 사귀타워 6: 천의동굴 7: 아귀동굴 8:백룡지성 9:적룡지성 10: 녹림지 11: 동광평야 12:신비던전																			
# 3 1: 승룡곡 2: 영비사막 3: 거미던전 4: 밀교 5: 사귀타워 6: 천의동굴 7: 아귀동굴 8:백룡지성 9:적룡지성 10: 녹림지 11: 동광평야 12:신비던전 13: 스네이크밸리																			
# 4 1: 승룡곡 2: 영비사막 3: 거미던전 4: 밀교 5: 사귀타워 6: 천의동굴 7: 아귀동굴 8:백룡지성 9:적룡지성 10: 녹림지 11: 동광평야 12:신비던전 13: 스네이크밸리 14: 뱀사원																			
# 5 1: 승룡곡 2: 영비사막 3: 거미던전 4: 밀교 5: 사귀타워 6: 천의동굴 7: 아귀동굴 8:백룡지성 9:적룡지성 10: 녹림지 11: 동광평야 12:신비던전 13: 스네이크밸리 14: 뱀사원 15: 백룡동굴																			
# 6 1: 승룡곡 2: 영비사막 3: 거미던전 4: 밀교 5: 사귀타워 6: 천의동굴 7: 아귀동굴 8:백룡지성 9:적룡지성 10: 녹림지 11: 동광평야 12:신비던전 13: 스네이크밸리 14: 뱀사원 15: 백룡동굴																			
# 7 1: 승룡곡 2: 영비사막 3: 거미던전 4: 밀교 5: 사귀타워 6: 천의동굴 7: 아귀동굴 8:백룡지성 9:적룡지성 10: 녹림지 11: 동광평야 12:신비던전 13: 스네이크밸리 14: 뱀사원 15: 백룡동굴																			
# 최대 생성번호 갯수 : 7																			
# 최대 생성번호 갯수, 가능 지역 수정사항 생길시 프로그래머에게 이야기해주세요																			
#생성번호	지역	미션이름	용병레벨	필요활동력	필요활동력추가참여용병배율	성공확률	성공확률추가참여용병배율	PC정복자경험치보상	yang보상	보상아이템VNUM1	보상아이템COUNT1	보상아이템VNUM2	보상아이템COUNT2	보상아이템VNUM3	보상아이템COUNT3	보상아이템VNUM4	보상아이템COUNT4	보상아이템VNUM5	보상아이템COUNT5
5	15	3	10	225	15	20	1	478000	219326	83114	2	83125	1	50529	5	0	0	0	0
5	15	4	10	225	15	20	1	478000	173948	83114	2	83122	1	83032	1	50043	1	0	0
6	1	1	12	250	18	14	1	137150	150000	83100	3	83117	1	39068	4	0	0	0	0
6	1	2	12	250	18	14	1	137150	125000	83100	3	83120	1	83037	3	0	0	0	0
6	1	3	12	250	18	14	1	137150	160000	83100	3	83126	1	50529	6	0	0	0	0
6	1	4	12	250	18	14	1	137150	130000	83100	3	83123	1	83055	1	83056	1	0	0
6	2	1	12	250	18	14	1	154200	157500	83101	3	83117	1	39068	4	0	0	0	0
6	2	2	12	250	18	14	1	154200	131250	83101	3	83120	1	83037	3	0	0	0	0
6	2	3	12	250	18	14	1	154200	168000	83101	3	83126	1	50529	6	0	0	0	0
6	2	4	12	250	18	14	1	154200	136500	83101	3	83123	1	83055	1	83056	1	0	0
6	3	1	12	250	18	14	1	173360	160650	83102	3	83117	1	39068	4	0	0	0	0
6	3	2	12	250	18	14	1	173360	133875	83102	3	83120	1	83037	3	0	0	0	0
6	3	3	12	250	18	14	1	173360	171360	83102	3	83126	1	50529	6	0	0	0	0
6	3	4	12	250	18	14	1	173360	139230	83102	3	83123	1	83055	1	83056	1	0	0
6	4	1	12	250	18	14	1	194900	163863	83103	3	83117	1	39068	4	0	0	0	0
6	4	2	12	250	18	14	1	194900	136553	83103	3	83120	1	83037	3	0	0	0	0
6	4	3	12	250	18	14	1	194900	174787	83103	3	83126	1	50529	6	0	0	0	0
6	4	4	12	250	18	14	1	194900	142015	83103	3	83123	1	83055	1	83056	1	0	0
6	5	1	12	250	18	14	1	219110	167140	83104	3	83117	1	39068	4	0	0	0	0
6	5	2	12	250	18	14	1	219110	139284	83104	3	83120	1	83037	3	0	0	0	0
6	5	3	12	250	18	14	1	219110	178283	83104	3	83126	1	50529	6	0	0	0	0
6	5	4	12	250	18	14	1	219110	144855	83104	3	83123	1	83055	1	83056	1	0	0
6	6	1	12	250	18	14	1	246340	170483	83105	3	83117	1	39068	4	0	0	0	0
6	6	2	12	250	18	14	1	246340	142069	83105	3	83120	1	83037	3	0	0	0	0
6	6	3	12	250	18	14	1	246340	181849	83105	3	83126	1	50529	6	0	0	0	0
6	6	4	12	250	18	14	1	246340	147752	83105	3	83123	1	83055	1	83056	1	0	0
6	7	1	12	250	18	14	1	276950	173893	83106	3	83117	1	39068	4	0	0	0	0
6	7	2	12	250	18	14	1	276950	144911	83106	3	83120	1	83037	3	0	0	0	0
6	7	3	12	250	18	14	1	276950	185486	83106	3	83126	1	50529	6	0	0	0	0
6	7	4	12	250	18	14	1	276950	150707	83106	3	83123	1	83055	1	83056	1	0	0
6	8	1	12	250	18	14	1	311360	177371	83107	3	83117	1	39068	4	0	0	0	0
6	8	2	12	250	18	14	1	311360	147809	83107	3	83120	1	83037	3	0	0	0	0
6	8	3	12	250	18	14	1	311360	189195	83107	3	83126	1	50529	6	0	0	0	0
6	8	4	12	250	18	14	1	311360	153721	83107	3	83123	1	83055	1	83056	1	0	0
6	9	1	12	250	18	14	1	350050	180918	83108	3	83117	1	39068	4	0	0	0	0
6	9	2	12	250	18	14	1	350050	150765	83108	3	83120	1	83037	3	0	0	0	0
6	9	3	12	250	18	14	1	350050	192979	83108	3	83126	1	50529	6	0	0	0	0
6	9	4	12	250	18	14	1	350050	156796	83108	3	83123	1	83055	1	83056	1	0	0
6	10	1	12	250	18	14	1	393540	184536	83109	3	83117	1	39068	4	0	0	0	0
6	10	2	12	250	18	14	1	393540	153780	83109	3	83120	1	83037	3	0	0	0	0
6	10	3	12	250	18	14	1	393540	196839	83109	3	83126	1	50529	6	0	0	0	0
6	10	4	12	250	18	14	1	393540	159932	83109	3	83123	1	83055	1	83056	1	0	0
6	11	1	12	250	18	14	1	442440	188227	83110	3	83117	1	39068	4	0	0	0	0
6	11	2	12	250	18	14	1	442440	156856	83110	3	83120	1	83037	3	0	0	0	0
6	11	3	12	250	18	14	1	442440	200776	83110	3	83126	1	50529	6	0	0	0	0
6	11	4	12	250	18	14	1	442440	163130	83110	3	83123	1	83055	1	83056	1	0	0
6	12	1	12	250	18	14	1	497410	191992	83111	3	83117	1	39068	4	0	0	0	0
6	12	2	12	250	18	14	1	497410	159993	83111	3	83120	1	83037	3	0	0	0	0
6	12	3	12	250	18	14	1	497410	204791	83111	3	83126	1	50529	6	0	0	0	0
6	12	4	12	250	18	14	1	497410	166393	83111	3	83123	1	83055	1	83056	1	0	0
6	13	1	12	250	18	14	1	559220	195831	83112	3	83117	1	39068	4	0	0	0	0
6	13	2	12	250	18	14	1	559220	163193	83112	3	83120	1	83037	3	0	0	0	0
6	13	3	12	250	18	14	1	559220	208887	83112	3	83126	1	50529	6	0	0	0	0
6	13	4	12	250	18	14	1	559220	169721	83112	3	83123	1	83055	1	83056	1	0	0
6	14	1	12	250	18	14	1	610020	199748	83113	3	83117	1	39068	4	0	0	0	0
6	14	2	12	250	18	14	1	610020	166457	83113	3	83120	1	83037	3	0	0	0	0
6	14	3	12	250	18	14	1	610020	213065	83113	3	83126	1	50529	6	0	0	0	0
6	14	4	12	250	18	14	1	610020	173115	83113	3	83123	1	83055	1	83056	1	0	0
6	15	1	12	250	18	14	1	651000	203743	83114	3	83117	1	39068	4	0	0	0	0
6	15	2	12	250	18	14	1	651000	169786	83114	3	83120	1	83037	3	0	0	0	0
6	15	3	12	250	18	14	1	651000	217326	83114	3	83126	1	50529	6	0	0	0	0
6	15	4	12	250	18	14	1	651000	176577	83114	3	83123	1	83055	1	83056	1	0	0
7	1	1	15	300	21	9	1	189470	175000	83100	3	83117	1	39068	5	0	0	0	0
7	1	2	15	300	21	9	1	189470	150000	83100	3	83120	1	83037	3	0	0	0	0
7	1	3	15	300	21	9	1	189470	185000	83100	3	83126	1	50529	7	0	0	0	0
7	1	4	15	300	21	9	1	189470	155000	83100	3	83123	1	83055	1	83056	1	0	0
7	2	1	15	300	21	9	1	213700	183750	83101	3	83117	1	39068	5	0	0	0	0
7	2	2	15	300	21	9	1	213700	157500	83101	3	83120	1	83037	3	0	0	0	0
7	2	3	15	300	21	9	1	213700	194250	83101	3	83126	1	50529	7	0	0	0	0
7	2	4	15	300	21	9	1	213700	162750	83101	3	83123	1	83055	1	83056	1	0	0
7	3	1	15	300	21	9	1	241020	192938	83102	3	83117	1	39068	5	0	0	0	0
7	3	2	15	300	21	9	1	241020	165375	83102	3	83120	1	83037	3	0	0	0	0
7	3	3	15	300	21	9	1	241020	203963	83102	3	83126	1	50529	7	0	0	0	0
7	3	4	15	300	21	9	1	241020	170888	83102	3	83123	1	83055	1	83056	1	0	0
7	4	1	15	300	21	9	1	271840	202584	83103	3	83117	1	39068	5	0	0	0	0
7	4	2	15	300	21	9	1	271840	173644	83103	3	83120	1	83037	3	0	0	0	0
7	4	3	15	300	21	9	1	271840	214161	83103	3	83126	1	50529	7	0	0	0	0
7	4	4	15	300	21	9	1	271840	179432	83103	3	83123	1	83055	1	83056	1	0	0
7	5	1	15	300	21	9	1	306600	212714	83104	3	83117	1	39068	5	0	0	0	0
7	5	2	15	300	21	9	1	306600	182326	83104	3	83120	1	83037	3	0	0	0	0
7	5	3	15	300	21	9	1	306600	224869	83104	3	83126	1	50529	7	0	0	0	0
7	5	4	15	300	21	9	1	306600	188403	83104	3	83123	1	83055	1	83056	1	0	0
7	6	1	15	300	21	9	1	345800	223349	83105	3	83117	1	39068	5	0	0	0	0
7	6	2	15	300	21	9	1	345800	191442	83105	3	83120	1	83037	3	0	0	0	0
7	6	3	15	300	21	9	1	345800	236112	83105	3	83126	1	50529	7	0	0	0	0
7	6	4	15	300	21	9	1	345800	197824	83105	3	83123	1	83055	1	83056	1	0	0
7	7	1	15	300	21	9	1	390010	234517	83106	3	83117	1	39068	5	0	0	0	0
7	7	2	15	300	21	9	1	390010	201014	83106	3	83120	1	83037	3	0	0	0	0
7	7	3	15	300	21	9	1	390010	247918	83106	3	83126	1	50529	7	0	0	0	0
7	7	4	15	300	21	9	1	390010	207715	83106	3	83123	1	83055	1	83056	1	0	0
7	8	1	15	300	21	9	1	439870	246243	83107	3	83117	1	39068	5	0	0	0	0
7	8	2	15	300	21	9	1	439870	211065	83107	3	83120	1	83037	3	0	0	0	0
7	8	3	15	300	21	9	1	439870	260314	83107	3	83126	1	50529	7	0	0	0	0
7	8	4	15	300	21	9	1	439870	218101	83107	3	83123	1	83055	1	83056	1	0	0
7	9	1	15	300	21	9	1	496120	258555	83108	3	83117	1	39068	5	0	0	0	0
7	9	2	15	300	21	9	1	496120	221618	83108	3	83120	1	83037	3	0	0	0	0
7	9	3	15	300	21	9	1	496120	273329	83108	3	83126	1	50529	7	0	0	0	0
7	9	4	15	300	21	9	1	496120	229006	83108	3	83123	1	83055	1	83056	1	0	0
7	10	1	15	300	21	9	1	559550	271482	83109	3	83117	1	39068	5	0	0	0	0
7	10	2	15	300	21	9	1	559550	232699	83109	3	83120	1	83037	3	0	0	0	0
7	10	3	15	300	21	9	1	559550	286996	83109	3	83126	1	50529	7	0	0	0	0
7	10	4	15	300	21	9	1	559550	240456	83109	3	83123	1	83055	1	83056	1	0	0
7	11	1	15	300	21	9	1	631090	285057	83110	3	83117	1	39068	5	0	0	0	0
7	11	2	15	300	21	9	1	631090	244334	83110	3	83120	1	83037	3	0	0	0	0
7	11	3	15	300	21	9	1	631090	301346	83110	3	83126	1	50529	7	0	0	0	0
7	11	4	15	300	21	9	1	631090	252479	83110	3	83123	1	83055	1	83056	1	0	0
7	12	1	15	300	21	9	1	711780	299309	83111	3	83117	1	39068	5	0	0	0	0
7	12	2	15	300	21	9	1	711780	256551	83111	3	83120	1	83037	3	0	0	0	0
7	12	3	15	300	21	9	1	711780	316413	83111	3	83126	1	50529	7	0	0	0	0
7	12	4	15	300	21	9	1	711780	265103	83111	3	83123	1	83055	1	83056	1	0	0
7	13	1	15	300	21	9	1	802780	314275	83112	3	83117	1	39068	5	0	0	0	0
7	13	2	15	300	21	9	1	802780	269378	83112	3	83120	1	83037	3	0	0	0	0
7	13	3	15	300	21	9	1	802780	332233	83112	3	83126	1	50529	7	0	0	0	0
7	13	4	15	300	21	9	1	802780	278358	83112	3	83123	1	83055	1	83056	1	0	0
7	14	1	15	300	21	9	1	802780	329989	83113	3	83117	1	39068	5	0	0	0	0
7	14	2	15	300	21	9	1	802780	282847	83113	3	83120	1	83037	3	0	0	0	0
7	14	3	15	300	21	9	1	802780	348845	83113	3	83126	1	50529	7	0	0	0	0
7	14	4	15	300	21	9	1	802780	292276	83113	3	83123	1	83055	1	83056	1	0	0
7	15	1	15	300	21	9	1	802780	346488	83114	3	83117	1	39068	5	0	0	0	0
7	15	2	15	300	21	9	1	802780	296990	83114	3	83120	1	83037	3	0	0	0	0
7	15	3	15	300	21	9	1	802780	366287	83114	3	83126	1	50529	7	0	0	0	0
7	15	4	15	300	21	9	1	802780	306889	83114	3	83123	1	83055	1	83056	1	0	0
